Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
17,"L Bremond, SC Bodin, I Bentaleb, C Favier…","Past tree cover of the Congo Basin recovered by phytoliths and δ13C along soil profiles",2017,"Quaternary …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1040618216002147","https://scholar.google.com/scholar?cites=13734578867171577218&as_sdt=2005&sciodt=2007&hl=en",20,"2021-09-15 11:30:54","","","","",,,,,17,4.25,3,5,4,"… Get Access. Elsevier. Quaternary International. Volume 434, Part B, 1 April 2017, Pages 91-101. Quaternary International. Past tree cover of the Congo Basin recovered by phytoliths and δ 13 C along soil profiles. Author links open …","","https://scholar.google.com/scholar?q=related:gk1Z9bUGm74J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
1,"Z Lisztes-Szabó, AF Filep, A Csík, Á Pető…","pH-dependent silicon release from phytoliths of Norway spruce (Picea abies)",2020,"Journal of …","Springer","https://link.springer.com/article/10.1007/s10933-019-00103-2","https://scholar.google.com/scholar?cites=9424964041254265524&as_sdt=2005&sciodt=2007&hl=en",21,"2021-09-15 11:30:54","HTML","10.1007/s10933-019-00103-2","","",,,,,1,1.00,0,5,1,"… November 2019. pH-dependent silicon release from phytoliths of Norway spruce (Picea abies) … al. 2001) on correlation matrices after logarithmic transformation of the element data. Results. Silicon content and solubility of phytoliths. The …","https://link.springer.com/article/10.1007/s10933-019-00103-2","https://scholar.google.com/scholar?q=related:tGLKI9wyzIIJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
1,"Á Pető, Á Kenéz, Z Lisztes-Szabó, G Sramkó…","The first archaeobotanical evidence of Lagenaria siceraria from the territory of Hungary: histology, phytoliths and (a)DNA",2017,"Vegetation history and …","Springer","https://link.springer.com/content/pdf/10.1007/s00334-016-0566-y.pdf","https://scholar.google.com/scholar?cites=13752165173358710026&as_sdt=2005&sciodt=2007&hl=en",22,"2021-09-15 11:30:54","","10.1007/s00334-016-0566-y","","",,,,,1,0.25,0,5,4,"ORIGINAL ARTICLE The first archaeobotanical evidence of Lagenaria siceraria from the territory of Hungary: histology, phytoliths and (a)DNA … This fortunate recovery accounts for the first evidence of bottle gourd in the archaeobotanical record of Hungary and Eastern Europe …","","https://scholar.google.com/scholar?q=related:Ck2L8lyB2b4J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
0,"J Dominique, A ulâ Haq, L Schwob","Effect of phytoliths for mitigating water stress in durum wheat",2017,"new phytologist","agris.fao.org","https://agris.fao.org/agris-search/search.do?recordID=US201700206702","",23,"2021-09-15 11:30:54","","","","",,,,,0,0.00,0,3,4,"… Extent : 229-239. Publisher : John Wiley & Sons, Ltd. All titles : "" Effect of phytoliths for mitigating water stress in durum wheat "" … Back. Written Paper. Effect of phytoliths for mitigating water stress in durum wheat [2017]. Jean Dominique Meunier Doris Barboni et al. Access the full text …","",""
0,"CNH McMichael, IK de Wolf…","Phytolith analysis of soil archives: phytoliths in soils of the Netherlands",2019,"Reading the Soil Archives …","books.google.com","https://books.google.com/books?hl=en&lr=&id=WbrADwAAQBAJ&oi=fnd&pg=PA251&dq=phytoliths+europe&ots=Q76wJ1qrsz&sig=P5chaMJGMVRtht0Mn1YH0YYaeAE","",24,"2021-09-15 11:30:54","","","","",,,,,0,0.00,0,3,2,"… He developed the first classification system for phytoliths, and analysed soil samples that were sent to him from all around the world. Reading the Soil Archives https://doi … Phytolith structures in plants gained wide recognition and attention throughout Europe …","","https://scholar.google.com/scholar?q=related:7R4jFoNYT9MJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
0,"M Danu, C Delhon, O Weller","Could the grasses have played a role in the earliest salt exploitation? Phytoliths analysis of prehistoric salt spring from Hălăbutoaia-Ţolici (Romania)",2020,"Archaeological and Anthropological …","Springer","https://link.springer.com/article/10.1007/s12520-020-01228-6","",25,"2021-09-15 11:30:54","HTML","10.1007/s12520-020-01228-6","","",,,,,0,0.00,0,3,1,"… Moreover, contrarily to other prehistoric salt springs in Europe (such as those from Germany or France), those from Eastern Romania have been … for the heating of the saltwater and the management of vegetal resources, we carried out a detailed study of phytoliths from the levels …","https://link.springer.com/article/10.1007/s12520-020-01228-6","https://scholar.google.com/scholar?q=related:7frySEeifFgJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
13,"D Zurro","One, two, three phytoliths: Assessing the minimum phytolith sum for archaeological studies",2018,"Archaeological and Anthropological Sciences","Springer","https://link.springer.com/article/10.1007/s12520-017-0479-4","https://scholar.google.com/scholar?cites=188771059169271634&as_sdt=2005&sciodt=2007&hl=en",26,"2021-09-15 11:30:54","","10.1007/s12520-017-0479-4","","",,,,,13,4.33,13,1,3,"… One, two, three phytoliths: assessing the minimum phytolith sum for archaeological studies. Download PDF. Download PDF. Original Paper; Published: 04 April 2017. One, two, three phytoliths: assessing the minimum phytolith sum for archaeological studies …","https://www.researchgate.net/profile/Debora-Zurro/publication/315839664_One_two_three_phytoliths_assessing_the_minimum_phytolith_sum_for_archaeological_studies/links/5a358a52a6fdcc769fd49eea/One-two-three-phytoliths-assessing-the-minimum-phytolith-sum-for-archaeological-studies.pdf","https://scholar.google.com/scholar?q=related:Up-oNUemngIJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
0,"RC Power","23. Mesolithic site organisation and fuel use at Derragh: insights from phytoliths",,"academia.edu","","https://www.academia.edu/download/60137879/IQUA_2018_guide_Chapter_2320190728-16828-b3c5yd.pdf","",27,"2021-09-15 11:30:54","PDF","","","",,,,,0,0.00,0,1,,"… In: Meunier, JD, Colin F. and Faure-Denard,, L. (eds) Phytoliths, Applications in Earth Science and Human History. AA Balkema publishers, p.251-266. Clarke, DL (1978) Mesolithic Europe: the economic basis. Duckworth, London …","https://www.academia.edu/download/60137879/IQUA_2018_guide_Chapter_2320190728-16828-b3c5yd.pdf","https://scholar.google.com/scholar?q=related:ybYtX1PFnZAJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
16,"TM Kaiser, C Braune, G Kalinka…","Nano-indentation of native phytoliths and dental tissues: implications for herbivore-plant combat and dental wear proxies",2018,"Evolutionary …","pure.mpg.de","https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_2597506","https://scholar.google.com/scholar?cites=2840754216549918987&as_sdt=2005&sciodt=2007&hl=en",28,"2021-09-15 11:30:54","","","","",,,,,16,5.33,4,4,3,"Page 1. Nano-indentation of native phytoliths and dental tissues … We provide consistent na- no-indentation hardness data for some of the major antagonists in the dental tribosystem (tooth enamel, tooth dentine and opaline phytoliths from silica controlled cultivation) …","https://pure.mpg.de/rest/items/item_2597506/component/file_2597510/content","https://scholar.google.com/scholar?q=related:C6mms-hibCcJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
85,"Z Song, K McGrouther, H Wang","Occurrence, turnover and carbon sequestration potential of phytoliths in terrestrial ecosystems",2016,"Earth-Science Reviews","Elsevier","https://www.sciencedirect.com/science/article/pii/S0012825216300733","https://scholar.google.com/scholar?cites=253942024620595889&as_sdt=2005&sciodt=2007&hl=en",29,"2021-09-15 11:30:54","","","","",,,,,85,17.00,28,3,5,"… AccessGet Access. Elsevier. Earth-Science Reviews. Volume 158, July 2016, Pages 19-30. Earth-Science Reviews. Invited review. Occurrence, turnover and carbon sequestration potential of phytoliths in terrestrial ecosystems.","http://ir.nsfc.gov.cn/paperDownload/ZD21749982.pdf","https://scholar.google.com/scholar?q=related:sdoNC-0uhgMJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
0,"C De La Rocha, DJ Conley","Of Fields, Phytoliths, and Sewage",2017,"Silica Stories","Springer","https://link.springer.com/chapter/10.1007/978-3-319-54054-2_7","",30,"2021-09-15 11:30:54","","10.1007/978-3-319-54054-2_7","","",,,,,0,0.00,0,2,4,"… the shores of the Persian Gulf. 8. Europe alone must have millions of miles of drainage ditches drying out its land. 9. We're not kidding. 10. Phytoliths are too small to sink rapidly on their own. But clumped up with the goo that …","","https://scholar.google.com/scholar?q=related:xrnPYsJsfcMJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
18,"ZC Dunseth, D Fuks, D Langgut, E Weiss…","Archaeobotanical proxies and archaeological interpretation: A comparative study of phytoliths, pollen and seeds in dung pellets and refuse deposits at Early Islamic …",2019,"Quaternary Science …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0277379118310515","https://scholar.google.com/scholar?cites=15762539462311111658&as_sdt=2005&sciodt=2007&hl=en",31,"2021-09-15 11:30:54","","","","",,,,,18,9.00,4,5,2,"… Archaeobotanical proxies and archaeological interpretation: A comparative study of phytoliths, pollen and seeds in dung pellets and refuse deposits at Early Islamic Shivta, Negev, Israel … Phytoliths in dung mainly inform on grass fodder; pollen and seeds on wild taxa. • …","https://www.academia.edu/download/62169873/Dunseth_et_al._2019_QSR20200222-122700-1snpldr.pdf","https://scholar.google.com/scholar?q=related:6mshoSDKv9oJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
71,"LV Collura, K Neumann","Wood and bark phytoliths of West African woody plants",2017,"Quaternary International","Elsevier","https://www.sciencedirect.com/science/article/pii/S1040618215014652","https://scholar.google.com/scholar?cites=7486157968704988963&as_sdt=2005&sciodt=2007&hl=en",32,"2021-09-15 11:30:54","","","","",,,,,71,17.75,36,2,4,"… Volume 434, Part B, 1 April 2017, Pages 142-159. Quaternary International. Wood and bark phytoliths of West African woody plants … We present here the results of the first comprehensive study on phytoliths in bark and compare them with data on wood phytoliths …","https://www.socnatmatmo.unimore.it/download/Suppl.Vol.146.2015.pdf#page=61","https://scholar.google.com/scholar?q=related:I-ceWQIt5GcJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020"
0,"SM Valamoti, AG Heiss, HP Stika…","Plant foods of Ancient Europe",2018,"42nd Conference of the …","ikee.lib.auth.gr","http://ikee.lib.auth.gr/record/326079","",33,"2021-09-15 11:30:54","","","","",,,,,0,0.00,0,4,3,"… macro-remains such as charcoal and seeds/fruits and of plant micro-remains such as starches and phytoliths, b) technological … Project PLANTCULT uses archaeological evidence from prehistoric sites spreading from the Aegean to Central Europe, inhabited between the 7th and …","",""
0,"D Fallu, T Brown, K Walsh…","Ending the Cinderella Status of Terraces and Lynchets in Europe",2020,"EGU General …","ui.adsabs.harvard.edu","https://ui.adsabs.harvard.edu/abs/2020EGUGA..22.7116F/abstract","",34,"2021-09-15 11:30:54","","","","",,,,,0,0.00,0,4,1,"… pOSL, pXRF, FTIR, phytoliths, calcium oxalates from plants and potentially sedaDNA. Examples will be drawn from a recently started ERC project (TerrACE; ERC-2017-ADG: 787790, 2018-2023; https://www.terrace.no/) which is working at over 10 sites in Europe ranging from …","",""
