Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"S Kaiser, S Wagner, C Moschner, C Funke, O Wiche",Accumulation of germanium (Ge) in plant tissues of grasses is not solely driven by its incorporation in phytoliths,2020,Biogeochemistry,Springer,https://link.springer.com/article/10.1007/s10533-020-00646-x,https://scholar.google.com/scholar?cites=2612985355291858907&as_sdt=2005&sciodt=2007&hl=en,59,9/15/21 11:30,HTML,10.1007/s10533-020-00646-x,,,,,,,3,3,1,5,1,… Accumulation of germanium (Ge) in plant tissues of grasses is not solely driven by its incorporation in phytoliths. Download PDF. Download PDF … Accumulation of germanium (Ge) in plant tissues of grasses is not solely driven by its incorporation in phytoliths …,https://link.springer.com/article/10.1007/s10533-020-00646-x,https://scholar.google.com/scholar?q=related:2xd4IVYwQyQJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,"NC Andriopoulou, GE Christidis",Multi-analytical characterisation of wheat biominerals: impact of methods of extraction on the mineralogy and chemistry of phytoliths,2020,Archaeological and Anthropological …,Springer,https://link.springer.com/article/10.1007/s12520-020-01091-5,,61,9/15/21 11:30,,10.1007/s12520-020-01091-5,,,,,,,0,0,0,2,1,"… Multi-analytical characterisation of wheat biominerals: impact of methods of extraction on the mineralogy and chemistry of phytoliths … Phytoliths partly or wholly reproduce vegetal cellular morphologies, known as morphotypes (Ball et al …",,https://scholar.google.com/scholar?q=related:kwyVlqUSyRsJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
7,"M Danu, E Messager, JM Carozza, L Carozza…",Phytolith evidence of cereal processing in the Danube Delta during the Chalcolithic period,2019,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1040618217312880,https://scholar.google.com/scholar?cites=13284665668978568&as_sdt=2005&sciodt=2007&hl=en,72,9/15/21 11:30,,10.1016/j.quaint.2018.03.033,,,,,,,7,"3,5",1,5,2,"… Thus, the question is not yet resolved in Eastern Europe. In Taraschina, the bilobate phytoliths may more likely come from wild Panicoideae or Arundinoideae. 5.2. Interpreting phytolith assemblages recorded around the site …",,https://scholar.google.com/scholar?q=related:iMcoQlUyLwAJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
8,"K Wroth, D Cabanes, JM Marston, V Aldeias…","Neanderthal plant use and pyrotechnology: phytolith analysis from Roc de Marsal, France",2019,Archaeological and …,Springer,https://link.springer.com/article/10.1007/s12520-019-00793-9,https://scholar.google.com/scholar?cites=12943059924511482824&as_sdt=2005&sciodt=2007&hl=en,73,9/15/21 11:30,,10.1007/s12520-019-00793-9,,,,,,,8,4,2,5,2,"… demonstrated the value in examining the microscopic plant record through a focus on the recovery and interpretation of phytoliths—microscopic opaline … 2010; Rodriguez-Cintas and Cabanes 2017), more temperate regions including much of Western Europe lack such studies …",https://www.researchgate.net/profile/Kristen-Wroth/publication/331077094_Neanderthal_plant_use_and_pyrotechnology_phytolith_analysis_from_Roc_de_Marsal_France/links/5c7e45daa6fdcc4715afbaeb/Neanderthal-plant-use-and-pyrotechnology-phytolith-analysis-from-Roc-de-Marsal-France.pdf,https://scholar.google.com/scholar?q=related:yOMZE238nrMJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
2,"E Norström, R Gustavsson, F Molin…","Micro-fossil analysis of Mesolithic human dental calculus, Motala, Sweden-Indications of health status and paleo-diet",2019,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18307922,https://scholar.google.com/scholar?cites=6768928985853722672&as_sdt=2005&sciodt=2007&hl=en,75,9/15/21 11:30,,10.1016/j.jasrep.2019.05.031,,,,,,,2,1,1,4,2,"… These grasses are adapted to dry and warm tropical and sub-tropical conditions, and are rarely found in cooler temperate climates such as northern Europe. Thus, the saddle phytoliths found in our sample should stem from other sources than C 4 grasses …",,https://scholar.google.com/scholar?q=related:MAConwwR8F0J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
49,"M Böhme, N Spassov, M Ebner, D Geraads, L Hristova…",Messinian age and savannah environment of the possible hominin Graecopithecus from Europe,2017,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177347,https://scholar.google.com/scholar?cites=13067027834691286445&as_sdt=2005&sciodt=2007&hl=en,79,9/15/21 11:30,HTML,10.1371/journal.pone.0177347,,,,,,,49,"12,25",8,6,4,"… about the age and origin of these candidate pre-humans and the environmental conditions under which they thrived in Europe … Furthermore, we analyse vegetation using phytoliths and palynology and discuss changes in large mammal associations to elucidate landscapes and …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177347,https://scholar.google.com/scholar?q=related:rXXqZJVoV7UJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
12,"P Sümegi, D Molnár, S Gulyás, K Náfrádi…",High-resolution proxy record of the environmental response to climatic variations during transition MIS3/MIS2 and MIS2 in Central Europe: The loess-paleosol …,2019,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1040618217309655,https://scholar.google.com/scholar?cites=13374960762676594512&as_sdt=2005&sciodt=2007&hl=en,83,9/15/21 11:30,,10.1016/j.quaint.2018.03.030,,,,,,,12,6,2,5,2,,,https://scholar.google.com/scholar?q=related:UEcgOPNnnbkJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
5,"JJ García-Granero, M Skoula, A Sarpaki…",A long-term assessment of the use of Phoenix theophrasti Greuter (Cretan date palm): The ethnobotany and archaeobotany of a neglected palm,2020,Journal of …,BioOne,https://bioone.org/journals/Journal-of-Ethnobiology/volume-40/issue-1/0278-0771-40.1.101/----Custom-HTML----A/10.2993/0278-0771-40.1.101.short,https://scholar.google.com/scholar?cites=13685996520770680802&as_sdt=2005&sciodt=2007&hl=en,84,9/15/21 11:30,,10.2993/0278-0771-40.1.101,,,,,,,5,5,1,4,1,"… the potential variability in phytolith production within P. theoph- rasti due to growing conditions (Piperno 2006:5), we measured phytoliths from: 1 … and one speci- men of Chamaerops humilis (European fan palm)—the only native palm tree in conti- nental Europe, widespread in …",https://www.researchgate.net/profile/A-Sarpaki/publication/340900419_A_Long-Term_Assessment_of_the_Use_of_Phoenix_theophrasti_Greuter_Cretan_Date_Palm_the_Ethnobotany_and_Archaeobotany_of_a_Neglected_Palm/links/5ea69a12a6fdccd79457fe50/A-Long-Term-Assessment-of-the-Use-of-Phoenix-theophrasti-Greuter-Cretan-Date-Palm-the-Ethnobotany-and-Archaeobotany-of-a-Neglected-Palm.pdf,https://scholar.google.com/scholar?q=related:4rfE-VJt7r0J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
8,"L Bejenaru, M Danu, S Stanc","OVERALL EVALUATION OF BIOLOGICAL REMAINS DISCOVERED IN THE CHALCOLITHIC SITE (CUCUTENI CULTURE, VTH-IVTH MILLENNIA CAL BC) OF …",2016,International Journal of …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2067533X&AN=113480301&h=79D%2FqBS5ThRXAOPnEck2o5AEkksb3Cxsv%2BynFszOZieJmi49b6KFcWZeQn19o9sDzFs8nGJaU7rsKx1QSaGf9g%3D%3D&crl=c,https://scholar.google.com/scholar?cites=9316974109977761242&as_sdt=2005&sciodt=2007&hl=en,95,9/15/21 11:30,,No DOI,,,,,,,8,"1,6",3,3,5,"… [6] M. Reille, Pollen et spores d'Europe et d'Afrique du Nord, Laboratoire de Botanique Historique et Palynologie, Marseille, 1992 … [8] PC Twiss, E. Suess, R. Smith, Morphology classification of grass phytoliths, Proceedings of the Soil Science Society of America, 33, 1969, pp …",,https://scholar.google.com/scholar?q=related:2lW87paKTIEJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
5,"NI Shishlina, AA Bobrov, AM Simakova…","Plant food subsistence in the human diet of the Bronze Age Caspian and Low Don steppe pastoralists: archaeobotanical, isotope and 14 C data",2018,Vegetation History and …,Springer,https://link.springer.com/article/10.1007/s00334-018-0676-9,https://scholar.google.com/scholar?cites=12572719502973036721&as_sdt=2005&sciodt=2007&hl=en,99,9/15/21 11:30,,10.1007/s00334-018-0676-9,,,,,,,5,"1,67",1,4,3,"… bc). The phytolith and pollen analyses identified pollen of wild steppe plants and phytoliths of domesticated gramineous plants determined as barley phytoliths … min. The phytoliths were removed from the tubes, dried and weighed …",https://www.researchgate.net/profile/Natalia-Shishlina/publication/323647901_Plant_food_subsistence_in_the_human_diet_of_the_Bronze_Age_Caspian_and_Low_Don_steppe_pastoralists_archaeobotanical_isotope_and_14C_data/links/5aae42d4458515ecebe83727/Plant-food-subsistence-in-the-human-diet-of-the-Bronze-Age-Caspian-and-Low-Don-steppe-pastoralists-archaeobotanical-isotope-and-14C-data.pdf,https://scholar.google.com/scholar?q=related:sWhVW8ZFe64J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
4,"G Tsartsidou, K Kotsakis","Grinding in a hollow? Phytolith evidence for pounding cereals in bedrock mortars at Paliambela Kolindros, an Early Neolithic site in Macedonia, North Greece",2020,Archaeological and Anthropological Sciences,Springer,https://link.springer.com/article/10.1007/s12520-020-01161-8,https://scholar.google.com/scholar?cites=5083477012831931023&as_sdt=2005&sciodt=2007&hl=en,102,9/15/21 11:30,,10.1007/s12520-020-01161-8,,,,,,,4,4,2,2,1,"… and Knossos in Crete were the main pioneer sites representing the earliest agriculturalists in Greece, and Europe (Perlès 2001 … Recently, Natufian mortars were examined by interdisciplinary analysis, including phytoliths, to define their—probably diverse—function (Terradas et …",https://www.researchgate.net/profile/Georgia-Tsartsidou/publication/343082038_Grinding_in_a_hollow_Phytolith_evidence_for_pounding_cereals_in_bedrock_mortars_at_Paliambela_Kolindros_an_Early_Neolithic_site_in_Macedonia_North_Greece/links/5f27e755299bf134049c8684/Grinding-in-a-hollow-Phytolith-evidence-for-pounding-cereals-in-bedrock-mortars-at-Paliambela-Kolindros-an-Early-Neolithic-site-in-Macedonia-North-Greece.pdf,https://scholar.google.com/scholar?q=related:jwq25WgjjEYJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
12,"MM Lippi, L Pisaneschi, L Sarti, M Lari…","Insights into the Copper-Bronze Age diet in central Italy: Plant microremains in dental calculus from Grotta dello Scoglietto (Southern Tuscany, Italy)",2017,Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X17302407,https://scholar.google.com/scholar?cites=18043552319252136572&as_sdt=2005&sciodt=2007&hl=en,118,9/15/21 11:30,,10.1016/j.jasrep.2017.07.005,,,,,,,12,3,2,5,4,… Highlights. • A very small quantity of dental plaque provided large amount of starch grains and phytoliths. • … Previous article in issue; Next article in issue. Keywords. Phytoliths. Starch grains. Cereals. Millets. Prehistory. 1. Introduction …,,https://scholar.google.com/scholar?q=related:fAIzSzyTZ_oJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
12,"M Portillo, Y Llergo, A Ferrer, RM Albert",Tracing microfossil residues of cereal processing in the archaeobotanical record: an experimental approach,2017,Vegetation history and …,Springer,https://link.springer.com/content/pdf/10.1007/s00334-016-0571-1.pdf,https://scholar.google.com/scholar?cites=310661315098764596&as_sdt=2005&sciodt=2007&hl=en,126,9/15/21 11:30,,10.1007/s00334-016-0571-1,,,,,,,12,3,3,4,4,"… Many archaeological studies of plant microfossil evidence, primarily those of phytoliths, starch grains and pollen, are concerned with processing methods which can be replicated through experimentally produced plant residues … n Phytoliths (1 g sediment/dried material) …",http://centaur.reading.ac.uk/69066/1/Portillo%20et%20al_2017vhaa.pdf,https://scholar.google.com/scholar?q=related:NOXq89GwTwQJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
15,"E Ponomarenko, P Tomson, E Ershova…",A multi-proxy analysis of sandy soils in historical slash-and-burn sites: A case study from southern Estonia,2019,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1040618218301319,https://scholar.google.com/scholar?cites=4790156151273836536&as_sdt=2005&sciodt=2007&hl=en,131,9/15/21 11:30,,10.1016/j.quaint.2018.10.016,,,,,,,15,"7,5",4,4,2,"… It's believed that the slash-and-burn cultivation (SABC) was practiced in northern Europe at least since the Bronze Age (4 to 5ka ago), with the … Plant ash consists of carbonates and phytoliths (plant opal), that comprise several percent of the burned tree foliage and grass biomass …",https://www.researchgate.net/profile/Eg-Ershova/publication/328407358_A_multi-proxy_analysis_of_sandy_soils_in_historical_slash-and-burn_sites_A_case_study_from_southern_Estonia/links/5bf68c894585150b2bc9447e/A-multi-proxy-analysis-of-sandy-soils-in-historical-slash-and-burn-sites-A-case-study-from-southern-Estonia.pdf,https://scholar.google.com/scholar?q=related:-E9U56MNekIJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
11,"M Dal Corso, WA Out, R Ohlrau, R Hofmann…","Where are the cereals? Contribution of phytolith analysis to the study of subsistence economy at the Trypillia site Maidanetske (ca. 3900-3650 BCE), central Ukraine",2018,Journal of Arid …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0140196318303835,https://scholar.google.com/scholar?cites=7993541177127086334&as_sdt=2005&sciodt=2007&hl=en,141,9/15/21 11:30,,10.1016/j.jaridenv.2018.06.009,,,,,,,11,"3,67",2,5,3,… Highlights. • Phytoliths attest crop processing at the Chalcolithic site of Maidanetske (Ukraine). • Cereal chaff was used as by-product for daub temper in the houses. • … 1.1. Why apply phytoliths analysis to Trypillia “mega-sites” …,https://elibrary.kubg.edu.ua/id/eprint/26065/1/DalCorso_et_al_2018_MaidanetskePhytoliths.pdf,https://scholar.google.com/scholar?q=related:_igeWFnD7m4J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
11,"M Alonso-Eguíluz, J Fernández-Eraso…","The first herders in the upper Ebro basin at Los Husos II (Álava, Spain): microarchaeology applied to fumier deposits",2017,Vegetation history and …,Springer,https://link.springer.com/article/10.1007/s00334-016-0590-y,https://scholar.google.com/scholar?cites=1443472895826481148&as_sdt=2005&sciodt=2007&hl=en,153,9/15/21 11:30,,10.1007/s00334-016-0590-y,,,,,,,11,"2,75",4,3,4,"… and Cueva del Toro (Málaga, Spain) have provided much information regarding the first husbandry practices in southern Europe and their … addition, and due to the scarcity of other archaeological remains, a multi-proxy approach combining analyses of phytoliths, spherulites and …",,https://scholar.google.com/scholar?q=related:_E-kbvM-CBQJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,"B Kufel-Diakowska, B Miazga, J Łucejko…",Sickles of the Funnel Beaker culture in the light of use-wear and residue analysis,2019,Sprawozdania …,journals.iaepan.pl,http://journals.iaepan.pl/sa/article/view/2178,,155,9/15/21 11:30,,10.23858/SA71.2019.009,,,,,,,0,0,0,4,2,"… Keywords: TRB, sickles, usewear, phytoliths, wood tar Received: 22.10.2018; Revised: 28.03.2019; Accepted: 17.07.2019 … Sickles evolved in Central Europe from a Neolithic curved sickle with more than two small flint pieces inserted obliquely or an L-shaped sickle with one …",http://journals.iaepan.pl/sa/article/download/2178/1945,https://scholar.google.com/scholar?q=related:wc_fGv7HHPYJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,"S Stanc, M Danu, D Paraschiv, L Bejenaru",Bioarcheological Indicators Related to Human–Environmental Interactions in a Roman–Byzantine Settlement in Southeast Romania: Ibida Fortress,2020,SAGE Open,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/2158244020969664,,172,9/15/21 11:30,,10.1177/2158244020969664,,,,,,,0,0,0,4,1,"The Roman–Byzantine fortress of (L)Ibida (Slava Rusă, Tulcea County, Romania) has preserved archeozoological and archeobotanical remains (ie, phytoliths) that allowed an evaluation of the human–e...",https://journals.sagepub.com/doi/pdf/10.1177/2158244020969664,https://scholar.google.com/scholar?q=related:CIe9vWGtacEJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
